Date,Tfe_Before_Mixer
8/13/2020,67.69
8/13/2020,67.71
8/13/2020,67.59
8/14/2020,67.91
8/14/2020,67.71
8/14/2020,67.71
8/15/2020,67.48
8/15/2020,67.43
8/15/2020,67.71
8/16/2020,67.93
8/16/2020,67.91
8/16/2020,68.05
8/17/2020,67.71
8/17/2020,67.69
8/17/2020,67.65
8/18/2020,67.2
8/18/2020,67.42
8/18/2020,67.75
8/19/2020,67.7
8/19/2020,67.54
8/19/2020,67.22
8/20/2020,67.7
8/20/2020,67.65
8/20/2020,67.49
8/21/2020,67.46
8/21/2020,67.42
8/21/2020,67.93
8/22/2020,67.48
8/22/2020,67.65
8/22/2020,67.87
8/23/2020,67.82
8/23/2020,66.92
8/23/2020,67.26
8/24/2020,67.51
8/24/2020,67.22
8/24/2020,67.15
8/25/2020,67.04
8/25/2020,67.44
8/25/2020,67.26
8/26/2020,67.04
8/26/2020,67.51
8/26/2020,67.25
8/27/2020,67.24
8/27/2020,67.42
8/27/2020,67.14
8/28/2020,67.29
8/28/2020,67.3
8/28/2020,67.06
8/29/2020,67.25
8/29/2020,67.26
8/29/2020,67.69
8/30/2020,67.15
8/30/2020,67.69
8/30/2020,67.04
8/31/2020,67.04
8/31/2020,67.35
8/31/2020,66.81
9/1/2020,67.62
9/1/2020,67.6
9/1/2020,67.69
9/2/2020,67.59
9/2/2020,67.61
9/2/2020,67.69
9/3/2020,67.48
9/3/2020,67.58
9/3/2020,67.37
9/4/2020,67.7
9/4/2020,67.4
9/4/2020,67.47
9/5/2020,67.91
9/5/2020,67.48
9/5/2020,67.22
9/6/2020,67.25
9/6/2020,67.48
9/6/2020,67.06
9/7/2020,66.92
9/7/2020,66.83
9/7/2020,66.71
9/8/2020,66.85
9/8/2020,67.15
9/8/2020,67.04
9/9/2020,67.04
9/9/2020,67.04
9/9/2020,67.7
9/10/2020,66.82
9/10/2020,66.71
9/10/2020,66.82
9/11/2020,66.6
9/11/2020,66.38
9/11/2020,66.6
9/12/2020,66.8
9/12/2020,66.6
9/13/2020,67.04
9/14/2020,67.04
9/14/2020,67.16
9/15/2020,67.26
9/15/2020,67.26
9/15/2020,67.26
9/16/2020,67.26
9/16/2020,67.49
9/16/2020,67.26
9/17/2020,66.94
9/17/2020,66.82
9/17/2020,67.04
9/18/2020,67.15
9/18/2020,67.04
9/18/2020,67.26
9/19/2020,66.82
9/19/2020,66.82
9/19/2020,66.82
9/20/2020,67.49
9/20/2020,66.85
9/20/2020,66.71
9/21/2020,67.49
9/21/2020,66.61
9/21/2020,67.26
9/22/2020,67.04
9/23/2020,67.04
9/23/2020,66.82
9/24/2020,67.01
9/24/2020,66.82
9/24/2020,67.04
9/25/2020,67.12
9/25/2020,66.6
9/25/2020,66.77
9/26/2020,66.61
9/26/2020,66.96
9/26/2020,66.83
9/27/2020,66.4
9/27/2020,66.64
9/27/2020,67.01
9/28/2020,67.04
9/28/2020,67.07
9/28/2020,67.06
9/29/2020,67.9
9/29/2020,67.48
9/29/2020,67.07
9/30/2020,67.28
9/30/2020,67.26
9/30/2020,67.29
10/1/2020,67.6
10/1/2020,67.48
10/1/2020,67.26
10/2/2020,67.07
10/2/2020,67.28
10/2/2020,66.61
10/3/2020,67.31
10/3/2020,67.06
10/3/2020,67.8
10/4/2020,67.05
10/4/2020,67.5
10/4/2020,67.71
10/5/2020,66.7
10/5/2020,66.86
10/5/2020,66.96
10/6/2020,67.48
10/6/2020,67.07
10/6/2020,67.29
10/7/2020,67.07
10/7/2020,67.48
10/7/2020,67.07
10/8/2020,67.39
10/8/2020,67.58
10/8/2020,67.4
10/9/2020,67.29
10/9/2020,67.07
10/9/2020,67.26
10/10/2020,67.69
10/10/2020,67.71
10/10/2020,66.83
10/11/2020,66.86
10/11/2020,66.9
10/11/2020,67.69
10/12/2020,66.61
10/12/2020,66.42
10/12/2020,66.85
10/13/2020,66.85
10/13/2020,67.4
10/14/2020,67.37
10/14/2020,66.97
10/14/2020,66.85
10/15/2020,66.85
10/15/2020,66.63
10/15/2020,67.08
10/16/2020,67.22
10/16/2020,67.06
10/16/2020,67.06
10/17/2020,66.68
10/17/2020,67.06
10/18/2020,67.06
10/19/2020,67.17
10/19/2020,67.33
10/19/2020,67.28
10/20/2020,66.56
10/20/2020,66.9
10/20/2020,67.71
10/25/2020,66.84
10/26/2020,66.84
10/26/2020,66.73
10/26/2020,66.95
10/27/2020,66.84
10/27/2020,66.68
10/27/2020,66.78
10/28/2020,66.62
10/28/2020,66.02
10/28/2020,66.95
10/29/2020,66.84
10/29/2020,66.84
10/29/2020,67.11
10/30/2020,67.28
10/30/2020,66.95
10/30/2020,67.01
10/31/2020,67.71
10/31/2020,67.71
10/31/2020,66.95
11/1/2020,66.68
11/1/2020,67.06
11/1/2020,67.06
11/2/2020,66.9
11/2/2020,66.84
11/2/2020,66.62
11/3/2020,66.62
11/3/2020,66.73
11/3/2020,66.41
11/4/2020,66.84
11/4/2020,66.68
11/4/2020,66.84
11/5/2020,66.95
11/5/2020,66.83
11/5/2020,67.05
11/6/2020,66.62
11/6/2020,65.41
11/6/2020,66.79
11/7/2020,66.2
11/7/2020,64.66
11/7/2020,66.95
11/8/2020,66.62
11/8/2020,66.84
11/9/2020,66.52
11/10/2020,67.06
11/11/2020,67.06
11/12/2020,67.06
11/12/2020,67.28
11/13/2020,67.17
11/13/2020,67.71
11/14/2020,67.28
11/14/2020,67.6
11/15/2020,67.5
11/15/2020,67.17
11/16/2020,67.17
11/16/2020,67.28
11/17/2020,67.1
11/17/2020,66.85
11/18/2020,66.85
11/18/2020,66.85
11/19/2020,67.28
11/19/2020,67.28
11/20/2020,67.25
11/20/2020,67.93
11/23/2020,66.96
11/24/2020,67.28
11/24/2020,67.5
11/25/2020,66.9
11/25/2020,67.39
11/26/2020,67.6
11/26/2020,67.39
11/27/2020,67.28
11/27/2020,67.5
11/28/2020,67.06
11/28/2020,67.93
11/29/2020,66.85
11/29/2020,67.22
11/30/2020,67.1
11/30/2020,67.06
12/1/2020,67.39
12/1/2020,67.39
12/2/2020,67.33
12/2/2020,67.19
12/3/2020,67.22
12/3/2020,67.21
12/4/2020,67.91
12/4/2020,67.22
12/5/2020,67.44
12/5/2020,66.96
12/6/2020,67.17
12/6/2020,67.62
12/7/2020,66.85
12/7/2020,67.19
12/8/2020,66.33
12/8/2020,66.43
12/9/2020,67.19
12/9/2020,66.8
12/10/2020,66.96
12/10/2020,66.76
12/11/2020,66.75
12/11/2020,67.21
12/12/2020,67.23
12/12/2020,67.18
12/13/2020,67.23
12/13/2020,67.39
12/14/2020,67
12/14/2020,67.2
12/15/2020,67.18
12/15/2020,67.41
12/16/2020,67.39
12/16/2020,67.28
12/17/2020,67.6
12/17/2020,67.39
12/19/2020,67.39
12/19/2020,67.61
12/20/2020,67.41
12/20/2020,67.39
12/21/2020,67.2
12/21/2020,67.28
12/22/2020,67.39
12/22/2020,67.2
12/23/2020,67.12
12/23/2020,67.41
12/24/2020,67
12/24/2020,67.12
12/25/2020,67.43
12/25/2020,67.06
12/26/2020,67.39
12/26/2020,66.95
12/28/2020,67.15
12/28/2020,67.4
12/29/2020,67.7
12/29/2020,67.4
12/30/2020,67.06
12/30/2020,67.7
12/31/2020,67.4
12/31/2020,67.4
1/1/2021,67.5
1/1/2021,68
1/2/2021,67.5
1/2/2021,67.39
1/3/2021,67.61
1/3/2021,67.93
1/4/2021,67.61
1/4/2021,67.93
1/5/2021,67.27
1/5/2021,67.5
1/6/2021,67.28
1/6/2021,67.5
1/7/2021,67.49
1/7/2021,67.91
1/8/2021,67.36
1/8/2021,67.89
1/9/2021,67.89
1/9/2021,67.67
1/10/2021,67.73
1/10/2021,67.9
1/11/2021,67.46
1/11/2021,67.05
1/12/2021,67.46
1/12/2021,67.39
1/13/2021,67.21
1/13/2021,67.57
1/14/2021,67.44
1/14/2021,67.57
1/15/2021,67.68
1/15/2021,67.78
1/16/2021,67.22
1/16/2021,67.1
1/17/2021,66.94
1/17/2021,67.23
1/18/2021,67
1/18/2021,67.45
1/19/2021,67.35
1/19/2021,67.35
1/20/2021,67.35
1/21/2021,67.21
1/21/2021,67.35
1/22/2021,67.57
1/22/2021,67.21
1/22/2021,67.35
1/23/2021,67.47
1/23/2021,67.45
1/23/2021,67.66
1/24/2021,67.46
1/24/2021,67.45
1/24/2021,67.66
1/25/2021,67.46
1/25/2021,67.11
1/25/2021,67.22
1/26/2021,67.66
1/26/2021,67.35
1/26/2021,67.33
1/27/2021,67.44
1/27/2021,67.8
1/27/2021,67.8
1/28/2021,67.44
1/28/2021,67.57
1/28/2021,67.91
1/29/2021,67.56
1/29/2021,67.21
1/29/2021,67.46
1/30/2021,67.12
1/30/2021,67.35
1/31/2021,67.35
1/31/2021,67.45
1/31/2021,67.33
2/1/2021,67.46
2/1/2021,67.9
2/1/2021,67.42
2/2/2021,67.46
2/2/2021,67.1
2/2/2021,67.45
2/3/2021,67.21
2/3/2021,67.35
2/3/2021,67.22
2/4/2021,67.29
2/4/2021,67.38
2/4/2021,67.29
2/5/2021,67.71
2/5/2021,67.49
2/5/2021,67.29
2/6/2021,67.71
2/6/2021,67.51
2/6/2021,67.49
2/7/2021,67.51
2/7/2021,67.73
2/7/2021,67.6
2/8/2021,67.73
2/8/2021,67.71
2/8/2021,67.73
2/9/2021,67.71
2/9/2021,67.73
2/10/2021,67.71
2/10/2021,67.73
2/10/2021,67.82
2/11/2021,67.93
2/11/2021,67.73
2/11/2021,67.71
2/12/2021,67.73
2/12/2021,67.49
2/12/2021,67.56
2/13/2021,67.71
2/13/2021,67.6
2/13/2021,67.56
2/14/2021,67.71
2/14/2021,67.51
2/14/2021,67.6
2/15/2021,67.62
2/15/2021,67.51
2/15/2021,67.49
2/16/2021,67.73
2/16/2021,67.71
2/16/2021,67.62
2/17/2021,67.81
2/17/2021,67.82
2/17/2021,67.94
2/18/2021,67.82
2/18/2021,67.94
2/18/2021,68.14
2/19/2021,67.93
2/19/2021,68.06
2/19/2021,67.7
2/20/2021,68.28
2/20/2021,67.5
2/20/2021,67.75
2/21/2021,67.94
2/22/2021,67.6
2/22/2021,67.28
2/23/2021,67.93
2/23/2021,67.72
2/23/2021,67.39
2/24/2021,67.18
2/24/2021,67.52
2/24/2021,67.59
2/25/2021,67.93
2/25/2021,67.93
2/25/2021,68.03
2/26/2021,68.03
2/26/2021,68.05
2/27/2021,67.59
2/27/2021,67.82
2/27/2021,67.93
2/28/2021,67.59
2/28/2021,67.92
2/28/2021,68.04
3/1/2021,67.96
3/1/2021,67.93
3/1/2021,68.1
3/2/2021,68.25
3/2/2021,67.92
3/2/2021,67.93
3/3/2021,67.98
3/3/2021,68.04
3/3/2021,68.04
3/4/2021,67.9
3/4/2021,67.99
3/4/2021,67.93
3/5/2021,68.03
3/5/2021,67.96
3/5/2021,67.82
3/6/2021,68.04
3/6/2021,68.1
3/6/2021,68.18
3/7/2021,67.92
3/7/2021,67.98
3/7/2021,68.07
3/8/2021,68.04
3/8/2021,68.04
3/8/2021,68.2
3/9/2021,68.18
3/9/2021,68.26
3/9/2021,68.43
3/10/2021,67.96
3/10/2021,68.09
3/10/2021,68.2
3/11/2021,68.2
3/11/2021,68.03
3/11/2021,67.93
3/12/2021,68.15
3/12/2021,68.18
3/12/2021,68.2
3/13/2021,68.09
3/13/2021,67.98
3/13/2021,68.38
3/14/2021,68.04
3/18/2021,68.16
3/18/2021,68.2
3/19/2021,67.98
3/19/2021,68.3
3/19/2021,68.37
3/20/2021,67.98
3/20/2021,67.91
3/20/2021,68.3
3/21/2021,68
3/21/2021,68.27
3/22/2021,68.04
3/22/2021,68.2
3/22/2021,68.02
3/23/2021,68.04
3/23/2021,68.1
3/23/2021,68.13
3/24/2021,68.16
3/24/2021,68.14
3/24/2021,67.76
3/25/2021,67.87
3/25/2021,68.25
3/25/2021,68.2
3/26/2021,68.25
3/26/2021,68.04
3/26/2021,68.25
3/27/2021,67.69
3/27/2021,67.81
3/27/2021,67.7
3/28/2021,67.85
3/28/2021,68.05
3/28/2021,67.37
3/29/2021,68.04
3/29/2021,68.01
3/29/2021,67.81
3/30/2021,68.04
3/31/2021,67.68
3/31/2021,68.12
4/1/2021,67.92
4/1/2021,68.04
4/1/2021,68.13
4/2/2021,68.01
4/2/2021,67.92
4/2/2021,67.68
4/3/2021,67.97
4/3/2021,67.44
4/3/2021,67.79
4/4/2021,67.44
4/4/2021,68.47
4/5/2021,68.13
4/5/2021,67.87
4/8/2021,67.97
4/9/2021,68.01
4/9/2021,68.13
4/9/2021,68.13
4/10/2021,67.72
4/10/2021,67.9
4/10/2021,67.9
4/11/2021,68.3
4/11/2021,68.13
4/12/2021,68.01
4/12/2021,68.35
4/13/2021,67.9
4/13/2021,68.01
4/14/2021,68.13
4/14/2021,67.46
4/15/2021,68.24
4/15/2021,68.13
4/16/2021,67.55
4/16/2021,67.56
4/17/2021,67.71
4/17/2021,67.61
4/18/2021,67.93
4/19/2021,67.84
4/21/2021,67.26
4/21/2021,67.72
4/22/2021,67.88
4/22/2021,67.49
4/23/2021,67.4
4/23/2021,67.49
4/24/2021,67.5
4/24/2021,67.49
4/25/2021,67.7
4/25/2021,67.5
4/26/2021,67.4
4/26/2021,67.71
4/27/2021,67.38
4/27/2021,67.4
4/28/2021,67.45
4/28/2021,67.51
4/29/2021,67.49
4/29/2021,67.46
4/30/2021,67.51
4/30/2021,67.26
5/1/2021,67.34
5/1/2021,67.57
5/2/2021,67.34
5/2/2021,67.34
5/3/2021,67.26
5/3/2021,67.34
5/4/2021,67.4
5/4/2021,67.26
5/5/2021,67.33
5/5/2021,67.51
5/6/2021,67.57
5/6/2021,67.45
5/7/2021,67.7
5/7/2021,67.45
5/8/2021,67.49
5/8/2021,67.26
5/9/2021,67.45
5/9/2021,67.38
5/10/2021,67.45
5/10/2021,67.45
5/11/2021,67.26
5/11/2021,67.25
5/12/2021,67.37
5/12/2021,67.47
5/13/2021,67.51
5/13/2021,67.48
5/14/2021,67.6
5/14/2021,67.69
5/15/2021,67.69
5/15/2021,67.7
5/16/2021,67.53
5/16/2021,67.52
5/17/2021,67.18
5/17/2021,67.49
5/18/2021,67.48
5/18/2021,67.4
5/19/2021,67.75
5/19/2021,67.48
5/20/2021,67.6
5/20/2021,67.24
5/21/2021,67.54
5/22/2021,67.4
5/22/2021,67.59
5/23/2021,67.26
5/23/2021,67.25
5/23/2021,67.18
5/24/2021,67.27
5/24/2021,67.14
5/24/2021,67.18
5/25/2021,67.49
5/25/2021,67.69
5/25/2021,67.48
5/26/2021,67.62
5/26/2021,67.47
5/26/2021,67.47
5/27/2021,67.62
5/27/2021,67.49
5/27/2021,67.47
5/28/2021,67.03
5/28/2021,67.38
6/28/2021,67.47
6/28/2021,67.45
6/29/2021,67.25
6/29/2021,67.76
6/29/2021,67.6
6/30/2021,67.71
6/30/2021,67.64
6/30/2021,67.6
7/1/2021,67.68
7/1/2021,67.6
7/1/2021,67.68
7/2/2021,67.58
7/2/2021,67.48
7/2/2021,67.41
7/3/2021,67.53
7/3/2021,67.48
7/3/2021,67.64
7/4/2021,67.53
7/4/2021,67.48
7/5/2021,67.75
7/5/2021,67.45
7/6/2021,67.7
7/6/2021,67.64
7/7/2021,67.59
7/7/2021,67.41
7/8/2021,68.03
7/8/2021,67.95
7/9/2021,67.75
7/10/2021,67.68
7/10/2021,67.7
7/10/2021,67.76
7/11/2021,67.51
7/11/2021,67.45
7/12/2021,67.57
7/12/2021,67.48
7/13/2021,67.98
7/13/2021,67.45
7/14/2021,67.68
7/14/2021,67.65
7/15/2021,67.65
7/15/2021,67.68
7/16/2021,67.57
7/16/2021,67.59
7/17/2021,67.42
7/17/2021,67.45
7/18/2021,67.57
7/18/2021,67.42
7/19/2021,67.54
7/19/2021,67.51
7/20/2021,67.45
7/20/2021,67.48
7/21/2021,67.55
7/21/2021,67.33
7/22/2021,67.45
7/22/2021,67.42
7/23/2021,67.36
7/23/2021,67.45
7/24/2021,67.68
7/24/2021,67.36
7/26/2021,67.68
7/26/2021,67.65
7/27/2021,67.42
7/27/2021,67.53
7/28/2021,67.45
7/28/2021,67.36
7/29/2021,67.68
7/29/2021,67.68
7/30/2021,67.8
7/30/2021,67.65
7/31/2021,67.71
7/31/2021,67.78
8/1/2021,67.91
8/1/2021,67.82
8/2/2021,67.96
8/2/2021,67.68
8/3/2021,67.91
8/3/2021,67.78
8/4/2021,67.83
8/4/2021,67.8
8/5/2021,67.68
8/5/2021,67.71
8/6/2021,67.55
8/6/2021,67.68
8/7/2021,67.57
8/7/2021,67.55
8/8/2021,67.48
8/8/2021,67.57
8/9/2021,67.77
8/9/2021,67.48
8/10/2021,67.51
8/10/2021,67.45
8/11/2021,67.67
8/12/2021,67.65
8/12/2021,67.68
8/13/2021,67.98
8/13/2021,67.98
8/14/2021,67.93
8/14/2021,68.08
8/15/2021,68.03
8/15/2021,67.82
8/16/2021,67.93
8/16/2021,67.77
8/17/2021,67.82
8/17/2021,67.93
8/18/2021,67.66
8/18/2021,68.13
8/19/2021,68.13
8/19/2021,68.03
8/20/2021,67.93
8/20/2021,67.93
8/21/2021,67.91
8/21/2021,67.77
8/22/2021,67.76
8/22/2021,67.5
8/24/2021,67.72
8/24/2021,67.57
8/25/2021,67.71
8/25/2021,67.93
8/26/2021,67.62
8/26/2021,67.77
8/27/2021,67.77
8/27/2021,67.72
8/28/2021,67.82
8/28/2021,67.72
8/29/2021,67.7
8/29/2021,67.72
8/30/2021,67.52
8/30/2021,67.77
8/31/2021,67.82
8/31/2021,67.62
9/1/2021,67.72
9/1/2021,67.56
9/2/2021,67.57
9/2/2021,67.67
9/3/2021,67.62
9/3/2021,67.55
9/4/2021,67.82
9/4/2021,67.8
9/5/2021,67.66
9/6/2021,67.67
9/6/2021,67.51
9/7/2021,67.51
9/7/2021,67.57
9/8/2021,67.77
9/8/2021,67.42
9/9/2021,67.32
9/9/2021,67.32
9/10/2021,67.51
9/10/2021,67.62
9/11/2021,67.53
9/11/2021,67.41
9/12/2021,67.68
9/12/2021,67.63
9/13/2021,67.42
9/13/2021,67.52
9/14/2021,67.51
9/14/2021,67.42
9/15/2021,67.82
9/15/2021,67.72
9/16/2021,67.72
9/16/2021,67.72
9/17/2021,67.73
9/17/2021,67.72
9/18/2021,67.92
9/18/2021,67.72
9/19/2021,67.88
9/19/2021,67.72
9/20/2021,67.72
9/20/2021,67.92
9/21/2021,67.82
9/21/2021,67.89
9/22/2021,68.03
9/23/2021,67.72
9/24/2021,67.72
9/24/2021,67.72
9/24/2021,67.92
9/25/2021,67.62
9/25/2021,67.77
9/25/2021,67.72
9/26/2021,67.82
9/26/2021,68.12
9/26/2021,67.98
9/27/2021,68.02
9/27/2021,68.33
9/27/2021,68.13
9/28/2021,68.33
9/28/2021,68.33
9/28/2021,68.32
9/29/2021,68.33
9/29/2021,68.33
9/29/2021,68.33
9/30/2021,68.33
9/30/2021,68.33
9/30/2021,67.93
10/1/2021,67.92
10/1/2021,68.33
10/1/2021,67.93
10/2/2021,68.33
10/2/2021,68.28
10/2/2021,68.13
10/3/2021,67.93
10/3/2021,68.13
10/3/2021,68.13
10/4/2021,68.13
10/4/2021,68.02
10/4/2021,68.13
10/5/2021,68.12
10/5/2021,68.02
10/5/2021,68.13
10/6/2021,67.92
10/6/2021,67.72
10/6/2021,67.92
10/7/2021,67.67
10/7/2021,67.62
10/7/2021,67.78
10/8/2021,67.8
10/8/2021,67.7
10/8/2021,67.59
10/9/2021,67.73
10/9/2021,67.8
10/9/2021,67.81
10/10/2021,67.67
10/10/2021,67.75
10/10/2021,67.93
10/11/2021,67.7
10/12/2021,67.59
10/12/2021,67.93
10/12/2021,68.02
10/13/2021,68
10/13/2021,67.66
10/13/2021,67.85
10/14/2021,67.88
10/14/2021,67.92
10/14/2021,68.01
10/15/2021,68.05
10/15/2021,68.12
10/15/2021,67.93
10/16/2021,68.12
10/16/2021,67.93
10/16/2021,68.1
10/17/2021,68.09
10/17/2021,67.93
10/17/2021,67.81
10/18/2021,67.92
10/18/2021,67.82
10/18/2021,67.7
10/19/2021,67.76
10/19/2021,67.82
10/19/2021,67.48
10/20/2021,67.58
10/20/2021,67.67
10/20/2021,67.7
10/21/2021,67.48
10/21/2021,67.67
10/21/2021,67.7
10/22/2021,67.48
10/22/2021,67.37
10/22/2021,67.67
10/23/2021,67.7
10/23/2021,67.81
10/23/2021,67.78
10/24/2021,67.7
10/24/2021,67.7
10/24/2021,67.93
10/25/2021,68.15
10/25/2021,68.15
10/25/2021,67.93
10/26/2021,67.71
10/26/2021,67.87
10/26/2021,68.15
10/27/2021,68.15
10/27/2021,68.15
10/27/2021,67.93
10/28/2021,67.93
10/28/2021,67.9
10/28/2021,68.04
10/29/2021,68.15
10/29/2021,68.12
10/29/2021,68.04
10/30/2021,68.15
10/30/2021,68.15
10/30/2021,68.34
10/31/2021,68.15
10/31/2021,67.93
10/31/2021,67.9
11/1/2021,68.09
11/1/2021,68.04
11/1/2021,68.02
11/2/2021,68.02
11/2/2021,68.02
11/2/2021,68.07
11/3/2021,68.02
11/3/2021,67.92
11/3/2021,68.1
11/4/2021,68.11
11/4/2021,68.16
11/4/2021,68.2
11/5/2021,68.21
11/5/2021,68.21
11/5/2021,68.02
11/6/2021,68.04
11/6/2021,68.08
11/6/2021,68.02
11/7/2021,68.04
11/7/2021,68.03
11/7/2021,68.1
11/8/2021,67.83
11/8/2021,68.03
11/8/2021,68.01
11/9/2021,68.02
11/9/2021,67.66
11/9/2021,67.8
11/10/2021,67.82
11/10/2021,67.8
11/10/2021,67.79
11/11/2021,67.92
11/11/2021,67.83
11/11/2021,67.81
11/12/2021,67.6
11/12/2021,67.6
11/12/2021,67.34
11/13/2021,67.28
11/13/2021,67.07
11/14/2021,67.28
11/14/2021,67.08
11/15/2021,67.25
11/15/2021,67.42
11/15/2021,67.26
11/16/2021,67.65
11/16/2021,67.4
11/16/2021,67.43
11/17/2021,67.27
11/17/2021,67.34
11/17/2021,67.23
11/18/2021,67.26
11/18/2021,67.44
11/18/2021,67.51
11/19/2021,67.54
11/19/2021,67.46
11/19/2021,67.48
11/25/2021,67.6
11/26/2021,67.86
11/26/2021,67.7
11/26/2021,67.7
11/27/2021,67.9
11/27/2021,67.74
11/27/2021,67.67
11/28/2021,67.69
11/28/2021,67.73
11/28/2021,67.73
11/29/2021,67.71
11/29/2021,67.57
11/29/2021,67.72
11/30/2021,67.64
11/30/2021,67.54
11/30/2021,67.53
12/1/2021,67.14
12/1/2021,67.58
12/1/2021,67.54
12/2/2021,67.43
12/2/2021,67.58
12/2/2021,67.58
12/3/2021,67.53
12/3/2021,67.54
12/3/2021,67.39
12/4/2021,67.54
12/4/2021,67.44
12/4/2021,67.58
12/5/2021,67.34
12/5/2021,67.33
12/5/2021,67.33
12/6/2021,67.39
12/6/2021,67.33
12/6/2021,67.34
12/7/2021,67.2
12/7/2021,67.34
12/7/2021,67.43
12/8/2021,67.44
12/8/2021,67.34
12/8/2021,67.53
12/9/2021,67.34
12/9/2021,67.34
12/9/2021,67.44
12/10/2021,67.24
12/10/2021,67.44
12/10/2021,67.54
12/11/2021,67.53
12/11/2021,67.64
12/11/2021,67.54
12/12/2021,67.53
12/12/2021,67.73
12/12/2021,67.74
12/13/2021,67.83
12/14/2021,67.54
12/14/2021,67.72
12/14/2021,67.54
12/15/2021,67.44
12/15/2021,67.73
12/15/2021,67.73
12/16/2021,67.54
12/16/2021,67.64
12/16/2021,67.63
12/17/2021,67.54
12/17/2021,67.54
12/17/2021,67.58
12/18/2021,67.58
12/18/2021,67.34
12/18/2021,67.54
12/19/2021,67.53
12/19/2021,67.73
12/19/2021,67.74
12/20/2021,67.93
12/20/2021,67.73
12/20/2021,67.73
12/21/2021,67.73
12/21/2021,67.54
12/21/2021,67.63
12/22/2021,67.54
12/22/2021,67.53
12/22/2021,67.54
12/23/2021,67.74
12/23/2021,68.12
12/23/2021,67.53
12/24/2021,67.43
12/24/2021,67.54
12/24/2021,67.53
12/25/2021,67.34
12/25/2021,67.34
12/25/2021,67.43
12/26/2021,67.33
12/26/2021,67.48
12/26/2021,67.77
12/27/2021,67.73
12/27/2021,67.91
12/27/2021,67.6
12/28/2021,67.91
12/28/2021,68.09
12/28/2021,68.05
12/29/2021,68.16
12/29/2021,68.01
12/29/2021,68.1
12/30/2021,68
12/30/2021,67.92
12/30/2021,68.02
12/31/2021,68
12/31/2021,68.06
12/31/2021,68.11
1/1/2022,67.91
1/1/2022,67.92
1/1/2022,67.92
1/2/2022,67.81
1/2/2022,67.9
1/2/2022,67.69
1/3/2022,67.72
1/3/2022,67.6
1/3/2022,67.76
1/4/2022,67.82
1/4/2022,67.81
1/4/2022,67.8
1/5/2022,67.72
1/5/2022,67.69
1/5/2022,67.6
1/6/2022,67.57
1/6/2022,67.57
1/6/2022,67.51
1/7/2022,67.61
1/7/2022,67.62
1/7/2022,67.48
1/8/2022,67.49
1/8/2022,67.37
1/8/2022,67.53
1/9/2022,67.51
1/9/2022,67.53
1/9/2022,67.57
1/10/2022,67.51
1/10/2022,67.4
1/10/2022,67.53
1/11/2022,67.53
1/11/2022,67.58
1/11/2022,67.73
1/12/2022,67.87
1/12/2022,67.71
1/12/2022,67.85
1/13/2022,67.8
1/13/2022,67.81
1/13/2022,67.68
1/14/2022,67.88
1/14/2022,67.72
1/14/2022,67.71
1/15/2022,67.68
,
